//X,Y,Z,R,G,B
-1.26352036,0.62174922,-0.22139081,255,0,0
-1.28743815,0.43562105,-0.22222866,255,0,0
-1.25700378,0.66804975,-0.22057641,255,0,0
-1.28021157,0.52921903,-0.22688931,255,0,0
-1.26171005,0.71684808,-0.23197581,255,0,0
-1.33531535,0.40791863,-0.19077030,255,0,0
-1.34271193,0.45850712,-0.19798371,255,0,0
-1.33723557,0.55587494,-0.18945631,255,0,0
-1.34332967,0.50806957,-0.19751287,255,0,0
-1.36491716,0.42373478,-0.18872690,255,0,0
-1.33601284,0.70780677,-0.18486826,255,0,0
-1.35274816,0.61196405,-0.20592624,255,0,0
-1.37795043,0.48117873,-0.19902466,255,0,0
-1.35628378,0.66492343,-0.20884520,255,0,0
-1.38406253,0.53804648,-0.20285752,255,0,0
-1.38259268,0.59344643,-0.19964218,255,0,0
-1.35397530,0.76925308,-0.20419678,255,0,0
-1.39203465,0.65336037,-0.20659311,255,0,0
-1.39455926,0.71194518,-0.20713210,255,0,0
-1.39514303,0.77071160,-0.20589761,255,0,0
-1.43979800,0.54831243,-0.23726392,255,0,0
-1.43361568,0.59934503,-0.23727901,255,0,0
-1.42645109,0.65024179,-0.23638041,255,0,0
-1.42482233,0.70234936,-0.24062458,255,0,0
-1.43966436,0.72282505,-0.18314511,255,0,0
-1.50301087,0.68668395,-0.19761418,255,0,0
-1.51275933,0.63652563,-0.20025115,255,0,0
-1.51716912,0.76218718,-0.18101907,255,0,0
-1.58521223,0.56129897,-0.17399734,255,0,0
-1.59667218,0.50958073,-0.17652394,255,0,0
-1.57758307,0.67048502,-0.18342644,255,0,0
-1.59114695,0.61870933,-0.18792069,255,0,0
-1.61852360,0.35218069,-0.17233379,255,0,0
-1.57552683,0.72694981,-0.18992507,255,0,0
-1.61663318,0.40544230,-0.17872085,255,0,0
-1.61366045,0.45899501,-0.18415685,255,0,0
-1.70808494,0.61611950,-0.21444385,255,0,0
-1.69921970,0.67770576,-0.21553876,255,0,0
-1.69659543,0.74198270,-0.22157523,255,0,0
-1.73434019,0.49582258,-0.21885139,255,0,0
-1.74560261,0.43525517,-0.21956487,255,0,0
-1.73500919,0.55937845,-0.22737925,255,0,0
-1.76192391,0.37537554,-0.22411214,255,0,0
-1.74428189,0.67192620,-0.22965392,255,0,0
-1.76892173,0.64682728,-0.19080742,255,0,0
-1.77085114,0.61289966,-0.24070261,255,0,0
-1.79295468,0.59015256,-0.20098643,255,0,0
-1.80119443,0.53074783,-0.19993004,255,0,0
-1.80815661,0.47120276,-0.19796486,255,0,0
-1.77989447,0.70988494,-0.20551921,255,0,0
-1.81821871,0.35185623,-0.19133747,255,0,0
-1.82121468,0.41189790,-0.20023803,255,0,0
-1.84255660,0.70355290,-0.17469764,255,0,0
-1.87321448,0.77191341,-0.20043746,255,0,0
-1.90889442,0.84341627,-0.22946809,255,0,0
-2.01014018,0.40283498,-0.23435783,255,0,0
-2.01439214,0.46733087,-0.23632315,255,0,0
-2.01721168,0.53216219,-0.23734480,255,0,0
-2.01113749,0.59608001,-0.23250794,255,0,0
-1.95704234,0.91995633,-0.26634860,255,0,0
-2.02508688,0.66391486,-0.24089263,255,0,0
-2.05246735,0.45671183,-0.17067786,255,0,0
-2.02349257,0.72967678,-0.23904742,255,0,0
-2.06790161,0.51900744,-0.17816539,255,0,0
-2.06664729,0.58121991,-0.17531314,255,0,0
-2.04898071,0.80296314,-0.25506413,255,0,0
-2.05883312,0.87411988,-0.26080650,255,0,0
-1.29657865,0.48273432,-0.23811677,255,0,0
-1.09820139,0.48771098,-0.25134689,255,0,0
-1.09560597,0.53479433,-0.25553623,255,0,0
-1.09368896,0.43992272,-0.23847951,255,0,0
-1.10536540,0.39487028,-0.24549331,255,0,0
-1.07679033,0.57774657,-0.23954514,255,0,0
-1.07818222,0.62642032,-0.24871369,255,0,0
-1.06837034,0.67188400,-0.24386969,255,0,0
-1.06323349,0.71933103,-0.24491090,255,0,0
-1.05727303,0.76692665,-0.24493040,255,0,0
-0.91863626,0.59165549,-0.25271407,255,0,0
-0.91258568,0.54534733,-0.24609368,255,0,0
-0.90525055,0.49958837,-0.23760092,255,0,0
-0.91450632,0.63492644,-0.24460709,255,0,0
-0.89721292,0.45460650,-0.22806659,255,0,0
-0.91468167,0.68012977,-0.24276185,255,0,0
-0.92401898,0.73033112,-0.25415221,255,0,0
-0.91776162,0.77366501,-0.24309047,255,0,0
-0.92490685,0.82492185,-0.25135574,255,0,0
-2.06400561,0.64334273,-0.17160161,255,0,0
-2.07522082,0.70725858,-0.17641509,255,0,0
-2.07736444,0.77074051,-0.17563389,255,0,0
-2.08479285,0.83574158,-0.17809039,255,0,0
-2.10663080,0.90486437,-0.18935513,255,0,0
-0.72010058,0.54311454,-0.21327952,255,0,0
-0.71250999,0.59107333,-0.21318832,255,0,0
-0.72054708,0.49644744,-0.20644160,255,0,0
-0.62463754,0.53338063,-0.20871811,255,0,0
-0.74687821,0.54351902,-0.21275523,255,0,0
-0.62795979,0.57649803,-0.21360829,255,0,0
-0.74302876,0.58636856,-0.21472067,255,0,0
-0.62350041,0.49268937,-0.21000302,255,0,0
-0.77409774,0.53880101,-0.21605662,255,0,0
-0.62829745,0.61774093,-0.21013184,255,0,0
-0.77274781,0.58110082,-0.22018930,255,0,0
-0.72424310,0.45204177,-0.20523413,255,0,0
-0.77481717,0.49682242,-0.21097349,255,0,0
-0.62198198,0.45221886,-0.21023637,255,0,0
-0.76608694,0.62200975,-0.21585159,255,0,0
-0.63109207,0.66207331,-0.21357417,255,0,0
-0.77972192,0.45594174,-0.21252444,255,0,0
-0.70953697,0.67074287,-0.22264192,255,0,0
-0.55031288,0.53969246,-0.21098259,255,0,0
-0.55045766,0.58274543,-0.20728359,255,0,0
-0.70741880,0.68131191,-0.21454047,255,0,0
-0.73872262,0.67268890,-0.22308213,255,0,0
-0.54964978,0.49679682,-0.21360795,255,0,0
-0.60023165,0.65976942,-0.23898454,255,0,0
-0.55332035,0.62848151,-0.20935494,255,0,0
-0.78405237,0.41497222,-0.21316367,255,0,0
-0.63596141,0.70977420,-0.22281310,255,0,0
-0.58779174,0.69419044,-0.21833996,255,0,0
-0.55600405,0.67504674,-0.21105647,255,0,0
-0.70830899,0.73284197,-0.22405428,255,0,0
-0.55420768,0.68707454,-0.21414903,255,0,0
-0.78348672,0.37369409,-0.20616147,255,0,0
-0.63499391,0.75193369,-0.21582788,255,0,0
-0.59220392,0.73732823,-0.23514700,255,0,0
-0.55808538,0.72210830,-0.21150428,255,0,0
-0.55223751,0.72491670,-0.21728784,255,0,0
-0.47629642,0.63719350,-0.21763036,255,0,0
-0.47570264,0.67335361,-0.21071076,255,0,0
-0.58932108,0.77725714,-0.23577301,255,0,0
-0.43400791,0.51263267,-0.24172436,255,0,0
-0.42903143,0.54986656,-0.23615447,255,0,0
-0.54953092,0.76281536,-0.21854538,255,0,0
-0.56271821,0.77276951,-0.21731460,255,0,0
-0.43590668,0.47395161,-0.23789433,255,0,0
-0.42377189,0.58690912,-0.22964872,255,0,0
-0.42355999,0.62813914,-0.23883139,255,0,0
-0.47931731,0.74927056,-0.20963913,255,0,0
-0.41768405,0.66517740,-0.23036046,255,0,0
-0.78070307,0.81931382,-0.26145718,255,0,0
-0.41643056,0.70696086,-0.23644553,255,0,0
-0.48382571,0.79010987,-0.21616699,255,0,0
-0.41505304,0.74961591,-0.24226399,255,0,0
-0.41075036,0.78973091,-0.23880523,255,0,0
-0.40364882,0.82661158,-0.22626434,255,0,0
-0.17241214,0.54303831,-0.21594904,255,0,0
-0.17345789,0.58293056,-0.23545922,255,0,0
-0.16993620,0.61848325,-0.22876251,255,0,0
-0.16481283,0.65170264,-0.21252376,255,0,0
-0.16392095,0.69132346,-0.22117333,255,0,0
-0.15997659,0.72642940,-0.21166418,255,0,0
-0.11411165,0.52939749,-0.23191153,255,0,0
-0.15991420,0.76938432,-0.22561525,255,0,0
-0.11442690,0.48463988,-0.21616635,255,0,0
-0.10734314,0.56140953,-0.20391230,255,0,0
-0.10783832,0.61012578,-0.22564454,255,0,0
-0.10748884,0.63232994,-0.20925714,255,0,0
-0.10328080,0.64744967,-0.21249345,255,0,0
-0.15837082,0.81062979,-0.23080370,255,0,0
-0.10540665,0.66794413,-0.21172598,255,0,0
-0.10081226,0.69087213,-0.21393706,255,0,0
-0.10390925,0.70588803,-0.22194761,255,0,0
-0.10162525,0.74225748,-0.22238055,255,0,0
-0.09827179,0.73512214,-0.21498449,255,0,0
-0.09982195,0.78107888,-0.22946069,255,0,0
-0.09540950,0.77937466,-0.21379235,255,0,0
-0.10305221,0.81894034,-0.21389829,255,0,0
-0.09673605,0.81532860,-0.21924004,255,0,0
-0.09461889,0.83255804,-0.22805153,255,0,0
-0.03814580,0.66629040,-0.19526851,255,0,0
-0.06157232,0.77298301,-0.21304992,255,0,0
-0.09420970,0.85225075,-0.21660233,255,0,0
-0.03583119,0.70120472,-0.19803183,255,0,0
-0.05884908,0.80944550,-0.21590157,255,0,0
-0.03319281,0.74010885,-0.21641846,255,0,0
-0.00969528,0.65066612,-0.21971004,255,0,0
-0.01179862,0.68654960,-0.22146015,255,0,0
-0.01373302,0.72053045,-0.21347994,255,0,0
-0.03085990,0.77601415,-0.21713240,255,0,0
-0.01598111,0.75907934,-0.22195809,255,0,0
-0.02894232,0.80732358,-0.19950588,255,0,0
0.02678349,0.57303900,-0.22330777,255,0,0
0.02416801,0.61605120,-0.22740750,255,0,0
-0.01821642,0.79799926,-0.22833188,255,0,0
0.02945093,0.53060275,-0.21793890,255,0,0
0.02213210,0.65634191,-0.22183914,255,0,0
0.02024001,0.69630718,-0.21420798,255,0,0
-0.01989754,0.82959545,-0.20983416,255,0,0
0.01838067,0.73666573,-0.20635995,255,0,0
-0.02230746,0.87208819,-0.22253726,255,0,0
0.01450921,0.79221898,-0.22881655,255,0,0
0.01172643,0.84159839,-0.23421194,255,0,0
0.07690619,0.46026784,-0.20504290,255,0,0
0.07997132,0.49931580,-0.22607735,255,0,0
0.08161021,0.53433359,-0.21950494,255,0,0
0.08409855,0.57292074,-0.22857341,255,0,0
-1.45162380,0.49762458,-0.24240525,255,0,0
0.08561261,0.60798520,-0.22007154,255,0,0
0.00909326,0.89124799,-0.23710476,255,0,0
-1.45584095,0.44618806,-0.24056423,255,0,0
0.08856614,0.65014446,-0.23659600,255,0,0
0.06017201,0.79018748,-0.20762222,255,0,0
0.08994638,0.68539804,-0.22606729,255,0,0
0.05879775,0.82612246,-0.20898928,255,0,0
0.09176350,0.72325957,-0.22312587,255,0,0
-1.46571851,0.39469659,-0.24386230,255,0,0
0.05759675,0.86231714,-0.20937334,255,0,0
0.09503609,0.77025300,-0.24345900,255,0,0
0.09617816,0.80565631,-0.22978248,255,0,0
0.09776199,0.84424388,-0.22343549,255,0,0
0.10139181,0.89752048,-0.24769901,255,0,0
0.22779520,0.66030568,-0.21892524,255,0,0
0.22849286,0.70605928,-0.24175486,255,0,0
0.22396766,0.74176764,-0.23042116,255,0,0
0.22303081,0.78668129,-0.24314898,255,0,0
0.22048789,0.82879072,-0.24529524,255,0,0
0.21669838,0.86813009,-0.23892270,255,0,0
0.21605344,0.91854376,-0.25473189,255,0,0
0.30224675,0.54675698,-0.19699621,255,0,0
0.30442530,0.58306873,-0.19922090,255,0,0
0.30787846,0.62139773,-0.20813344,255,0,0
0.30969280,0.65845698,-0.20832533,255,0,0
0.30967399,0.69334066,-0.19898537,255,0,0
0.31273094,0.73323548,-0.20565334,255,0,0
0.31557587,0.77375245,-0.21114519,255,0,0
0.31529632,0.77486211,-0.17769952,255,0,0
0.31638911,0.81143439,-0.20621642,255,0,0
0.32070196,0.80959004,-0.18996570,255,0,0
0.31716257,0.84954298,-0.20116109,255,0,0
0.39167002,0.46706539,-0.19328800,255,0,0
0.39554751,0.50259101,-0.19916424,255,0,0
0.39648828,0.53759277,-0.19557765,255,0,0
0.39982906,0.57365817,-0.19962929,255,0,0
0.40020856,0.60868031,-0.19426192,255,0,0
0.40805525,0.64825147,-0.21239080,255,0,0
0.40785426,0.68363070,-0.20514661,255,0,0
0.40387738,0.75146705,-0.17975566,255,0,0
0.41271147,0.72298676,-0.21369432,255,0,0
0.42909339,0.63587362,-0.19563803,255,0,0
0.43385303,0.60044992,-0.20225622,255,0,0
0.42340854,0.71100235,-0.19641101,255,0,0
0.43096915,0.67781758,-0.21334864,255,0,0
0.42432895,0.75395787,-0.21094322,255,0,0
0.41611362,0.79866940,-0.21102060,255,0,0
0.42603818,0.75649661,-0.20529076,255,0,0
0.44846743,0.48985538,-0.18038902,255,0,0
0.42288923,0.79532385,-0.21687940,255,0,0
0.41466594,0.83402663,-0.20002684,255,0,0
0.45377451,0.53425097,-0.19386932,255,0,0
0.45471227,0.57435483,-0.19037750,255,0,0
0.42910030,0.79164749,-0.20648077,255,0,0
0.42109126,0.83725727,-0.22161934,255,0,0
0.45939177,0.62030911,-0.20128734,255,0,0
0.41472581,0.87299788,-0.20897767,255,0,0
0.43106484,0.82525182,-0.19897136,255,0,0
0.42054993,0.87772244,-0.21146291,255,0,0
0.46396273,0.66755545,-0.21169171,255,0,0
0.46969268,0.48820099,-0.17072304,255,0,0
0.46539775,0.66344821,-0.19742247,255,0,0
0.41206437,0.91512603,-0.21052313,255,0,0
0.46394214,0.70879436,-0.20457160,255,0,0
0.47526070,0.57931679,-0.20133223,255,0,0
0.47633132,0.53547609,-0.19460104,255,0,0
0.47401193,0.62401623,-0.20778176,255,0,0
0.46644062,0.71195161,-0.20932627,255,0,0
0.46336392,0.74964637,-0.19544049,255,0,0
0.46643120,0.76101780,-0.21900180,255,0,0
0.44917712,0.84351188,-0.19819248,255,0,0
0.45963058,0.80416846,-0.21292402,255,0,0
0.49028313,0.61520118,-0.17942125,255,0,0
0.49369892,0.65225565,-0.18247968,255,0,0
0.47102883,0.80647391,-0.21742347,255,0,0
0.49672011,0.68963861,-0.18460599,255,0,0
0.46971947,0.84804243,-0.20564106,255,0,0
0.49576238,0.72555816,-0.17771997,255,0,0
0.48828262,0.77268064,-0.18140367,255,0,0
0.45674548,0.90595502,-0.22625756,255,0,0
0.50537384,0.73606777,-0.20156300,255,0,0
0.49944463,0.81033158,-0.20371956,255,0,0
0.50827086,0.76904976,-0.20116691,255,0,0
0.50647402,0.80546165,-0.19236484,255,0,0
0.48239973,0.91971457,-0.24610037,255,0,0
0.50780702,0.84408236,-0.19060563,255,0,0
0.54885530,0.62965858,-0.21173675,255,0,0
0.54540128,0.70652688,-0.21713361,255,0,0
0.55072200,0.66964096,-0.22308588,255,0,0
0.52802497,0.83574086,-0.20398632,255,0,0
0.54635799,0.74749839,-0.22645347,255,0,0
0.54026580,0.78439504,-0.21860452,255,0,0
0.52706403,0.85737199,-0.20019606,255,0,0
0.52420944,0.87024462,-0.19818372,255,0,0
0.53994721,0.82594246,-0.22493133,255,0,0
0.56305158,0.72047538,-0.19968815,255,0,0
0.52535266,0.90867978,-0.20824432,255,0,0
0.57612109,0.64001042,-0.21813238,255,0,0
0.52907342,0.90221280,-0.21235189,255,0,0
0.57366890,0.68522012,-0.22139284,255,0,0
0.56234920,0.76965427,-0.20840696,255,0,0
0.56082183,0.81923288,-0.21477166,255,0,0
0.55417377,0.86176968,-0.20521426,255,0,0
0.56820834,0.80760610,-0.18786131,255,0,0
0.55165613,0.91237879,-0.20870033,255,0,0
0.57084531,0.84774917,-0.20634294,255,0,0
0.56551963,0.87973046,-0.18970898,255,0,0
0.63814998,0.66436797,-0.15343222,255,0,0
0.64301860,0.65587717,-0.20541704,255,0,0
0.61073500,0.86815912,-0.24396122,255,0,0
0.64871538,0.62872243,-0.16676272,255,0,0
0.64050084,0.73600060,-0.16883850,255,0,0
0.64656681,0.69878817,-0.21001406,255,0,0
0.64134055,0.80929470,-0.18180022,255,0,0
0.65370333,0.74532539,-0.22204992,255,0,0
0.65281397,0.78691745,-0.21749055,255,0,0
0.65465337,0.83144695,-0.21861584,255,0,0
0.65629935,0.87680197,-0.21938092,255,0,0
0.66052711,0.92584950,-0.22549671,255,0,0
0.80689979,0.72600698,-0.20953974,255,0,0
0.80523807,0.77131701,-0.21486157,255,0,0
0.80761391,0.82046890,-0.22719178,255,0,0
0.80068403,0.86412293,-0.22371063,255,0,0
0.80098796,0.91431344,-0.23276304,255,0,0
0.85756749,0.47275275,-0.17182648,255,0,0
0.87084138,0.59649456,-0.18503803,255,0,0
0.88155985,0.64150161,-0.19937362,255,0,0
0.88025403,0.69327694,-0.16149783,255,0,0
0.88471985,0.65418750,-0.17006159,255,0,0
0.88273650,0.68376809,-0.19857714,255,0,0
0.88328260,0.72624695,-0.19680035,255,0,0
0.88782603,0.77140713,-0.20133209,255,0,0
0.89143807,0.77276933,-0.17036052,255,0,0
0.89716715,0.73376006,-0.18056455,255,0,0
0.88705510,0.81444013,-0.19751102,255,0,0
0.89607191,0.81311172,-0.17350844,255,0,0
0.92118353,0.57528037,-0.15561952,255,0,0
0.89456165,0.85263783,-0.16875383,255,0,0
0.92310488,0.61319214,-0.15446055,255,0,0
0.90340674,0.86905700,-0.22056329,255,0,0
0.93447965,0.65175748,-0.16742009,255,0,0
0.93530893,0.69009346,-0.16456828,255,0,0
0.90519303,0.91596627,-0.22075832,255,0,0
0.93972522,0.76746887,-0.16294789,255,0,0
0.96515572,0.62464070,-0.16475275,255,0,0
0.94885457,0.80828422,-0.17232504,255,0,0
0.96601683,0.66170609,-0.16095062,255,0,0
0.94739085,0.84688205,-0.16605377,255,0,0
0.97523749,0.70078790,-0.17183772,255,0,0
0.97512478,0.73811859,-0.16628203,255,0,0
0.97451431,0.77530837,-0.15988153,255,0,0
0.95530444,0.88877994,-0.17354143,255,0,0
0.97781569,0.81408358,-0.16028909,255,0,0
0.98890907,0.85686719,-0.17411205,255,0,0
1.01866019,0.71085495,-0.19594231,255,0,0
1.00429559,0.90321207,-0.19516234,255,0,0
1.03072441,0.75900555,-0.20767274,255,0,0
1.03156829,0.80418223,-0.20541489,255,0,0
1.04949999,0.79983711,-0.19070980,255,0,0
1.05960453,0.73214740,-0.19998485,255,0,0
1.04254282,0.85429323,-0.21569163,255,0,0
1.03631938,0.89764762,-0.20468536,255,0,0
1.05988085,0.75717914,-0.19768438,255,0,0
1.06960166,0.71422684,-0.20374298,255,0,0
1.05388856,0.85039914,-0.20340192,255,0,0
1.06525743,0.78624558,-0.20589307,255,0,0
1.05162680,0.89865112,-0.20733213,255,0,0
1.06941020,0.84079534,-0.20966506,255,0,0
1.07308757,0.89651012,-0.21278664,255,0,0
1.13853157,0.67404723,-0.18472114,255,0,0
1.14774990,0.72215909,-0.19165948,255,0,0
1.14605820,0.75374693,-0.19958645,255,0,0
1.14087617,0.79598749,-0.19782193,255,0,0
1.14057600,0.83942515,-0.20213273,255,0,0
1.16270196,0.68025839,-0.15948501,255,0,0
1.15537691,0.77083778,-0.19689789,255,0,0
1.16976047,0.60049897,-0.16135898,255,0,0
1.13222075,0.92537415,-0.20110649,255,0,0
1.16412079,0.71400952,-0.19487649,255,0,0
1.17237306,0.56053710,-0.16101706,255,0,0
1.15503991,0.80291480,-0.19609573,255,0,0
1.17176521,0.64105242,-0.16814536,255,0,0
1.14505315,0.88472819,-0.21245712,255,0,0
1.16353583,0.76228958,-0.16870819,255,0,0
1.15665400,0.81853890,-0.19548258,255,0,0
1.13538516,0.93543470,-0.19158697,255,0,0
1.16862857,0.72221017,-0.17181763,255,0,0
1.16622782,0.75904948,-0.20236808,255,0,0
1.15547049,0.84825104,-0.20189768,255,0,0
1.14974618,0.88350779,-0.16136515,255,0,0
1.16296601,0.80378401,-0.17196682,255,0,0
1.14888144,0.89266700,-0.20038825,255,0,0
1.15702844,0.86645073,-0.19312865,255,0,0
1.16173100,0.84555548,-0.17430560,255,0,0
1.15670228,0.92955899,-0.17537469,255,0,0
1.16855121,0.91913587,-0.20237091,255,0,0
1.25805640,0.84404022,-0.18786624,255,0,0
1.27210248,0.73353922,-0.18452096,255,0,0
1.26871014,0.79007226,-0.18972063,255,0,0
1.25229645,0.90121520,-0.19086623,255,0,0
1.28061545,0.71665114,-0.17845771,255,0,0
1.27708435,0.76979464,-0.18194607,255,0,0
1.28870618,0.66663700,-0.18035267,255,0,0
1.27729881,0.82632047,-0.18995124,255,0,0
1.25958586,0.93120408,-0.18462369,255,0,0
1.28245449,0.79794246,-0.20174426,255,0,0
1.27159488,0.88047165,-0.19103637,255,0,0
1.28425479,0.84947050,-0.20904307,255,0,0
1.27890563,0.89921463,-0.20913124,255,0,0
1.31221890,0.92102230,-0.16921091,255,0,0
1.47042954,0.85465062,-0.18213201,255,0,0
1.48985767,0.80002719,-0.18927380,255,0,0
1.80048120,0.74222827,-0.16207786,255,0,0
1.80558002,0.79727083,-0.16264710,255,0,0
1.80222976,0.85154980,-0.15713836,255,0,0
1.81139040,0.90816665,-0.16059467,255,0,0
1.93495870,0.86133617,-0.16823135,255,0,0
1.94609058,0.92349458,-0.17235467,255,0,0
0.55684036,0.59411854,-0.22405049,255,0,0
0.58081937,0.59813803,-0.22171831,255,0,0
0.56104285,0.55698830,-0.22726414,255,0,0
0.57996613,0.55148005,-0.20875801,255,0,0
0.56487155,0.51975107,-0.22957225,255,0,0
0.44314265,0.56794804,-0.22504683,255,0,0
0.64490229,0.57700473,-0.21498337,255,0,0
0.64609319,0.61748362,-0.21462254,255,0,0
0.64322484,0.53677660,-0.21434921,255,0,0
0.82884002,0.60220045,-0.22224531,255,0,0
0.82508236,0.64498389,-0.22397138,255,0,0
0.82070029,0.68796724,-0.22469085,255,0,0
0.23744042,0.59131587,-0.24509415,255,0,0
0.23863667,0.55158305,-0.23509522,255,0,0
0.23452635,0.62921226,-0.24439515,255,0,0
0.87314981,0.55653667,-0.19135851,255,0,0
0.87014008,0.51530725,-0.18923238,255,0,0
1.00921965,0.57890218,-0.19392934,255,0,0
0.99994808,0.49266574,-0.18873690,255,0,0
1.01310003,0.62258250,-0.19553523,255,0,0
1.01020098,0.53632003,-0.19842410,255,0,0
1.02734649,0.66948748,-0.21007982,255,0,0
1.04812753,0.53436416,-0.19264075,255,0,0
1.05579054,0.63235235,-0.19905651,255,0,0
1.05727875,0.58552438,-0.20355690,255,0,0
1.05784881,0.68185240,-0.19972575,255,0,0
1.07144463,0.62292337,-0.19281703,255,0,0
1.07865703,0.67101014,-0.20888263,255,0,0
1.08385289,0.58115309,-0.20232262,255,0,0
1.12489343,0.53591889,-0.17848632,255,0,0
1.11846912,0.49061859,-0.17437778,255,0,0
1.12981462,0.58155864,-0.18098162,255,0,0
1.14076138,0.62853777,-0.18979648,255,0,0
1.15742016,0.62649798,-0.19966760,255,0,0
1.15979600,0.58400440,-0.19796559,255,0,0
1.15054548,0.71139777,-0.20048070,255,0,0
1.16000938,0.66936803,-0.20748198,255,0,0
1.16743648,0.66947973,-0.19300789,255,0,0
1.17964554,0.52048415,-0.16711591,255,0,0
1.28860617,0.62649488,-0.18368563,255,0,0
1.28679049,0.68220073,-0.19031036,255,0,0
1.29490519,0.57300454,-0.18142259,255,0,0
1.29603839,0.65234983,-0.19917464,255,0,0
1.30154860,0.61912000,-0.18776166,255,0,0
1.30080247,0.70274949,-0.20932569,255,0,0
1.30929160,0.60572338,-0.20699923,255,0,0
1.30896628,0.55694747,-0.20133056,255,0,0
1.29829454,0.75216800,-0.21225289,255,0,0
1.38784015,0.60012525,-0.22153546,255,0,0
1.39431775,0.65372419,-0.22679913,255,0,0
1.38513291,0.75618112,-0.21604255,255,0,0
1.39338517,0.70598727,-0.22493312,255,0,0
1.38838434,0.81095117,-0.21827918,255,0,0
1.40217447,0.87132186,-0.23070081,255,0,0
1.39686751,0.92463434,-0.22477596,255,0,0
1.59579170,0.89479923,-0.23375516,255,0,0
1.71460903,0.63678199,-0.17515704,255,0,0
1.72227871,0.81737822,-0.20606050,255,0,0
1.71997178,0.87825775,-0.21280637,255,0,0
1.74402297,0.76299876,-0.21442220,255,0,0
1.75071573,0.70430654,-0.21110873,255,0,0
1.81221843,0.57178354,-0.17725676,255,0,0
1.82163680,0.63101727,-0.18236862,255,0,0
1.82894719,0.69080913,-0.18593337,255,0,0
1.83571744,0.75142050,-0.18910192,255,0,0
1.92365050,0.62030786,-0.17159474,255,0,0
1.93255687,0.68035370,-0.17446956,255,0,0
1.79421341,0.68755722,-0.16064340,0,0,0
1.77950335,0.63313955,-0.15306668,0,0,0
1.84112167,0.81266588,-0.19127892,0,0,0
1.77823019,0.57948154,-0.15519327,0,0,0
1.93926835,0.74081641,-0.17598203,0,0,0
1.93778884,0.80112690,-0.17251612,0,0,0
1.85141873,0.87643337,-0.19700810,0,0,0
1.49307418,0.74442369,-0.18569022,0,0,0
-0.63887799,0.80095476,-0.22236726,0,0,0
-0.56705189,0.82464141,-0.22249402,0,0,0
-0.48853683,0.87077725,-0.21783414,0,0,0
1.77823019,0.57948154,-0.15519327,0,0,0
1.93926835,0.74081641,-0.17598203,0,0,0
1.79421341,0.68755722,-0.16064340,0,0,0
1.77950335,0.63313955,-0.15306668,0,0,0
1.93778884,0.80112690,-0.17251612,0,0,0
