//X,Y,Z,R,G,B
-0.48116997,2.34030557,-0.74442703,255,0,0
-0.50859910,2.38860965,-0.76949590,255,0,0
-0.48715374,2.50241566,-0.78873152,255,0,0
-0.50701642,2.46472478,-0.76010531,255,0,0
-0.50991023,2.56027246,-0.76661658,255,0,0
-0.48099908,2.62060165,-0.78763390,255,0,0
-0.65269738,2.32565951,-0.76299620,255,0,0
-0.65309054,2.44485712,-0.78206855,255,0,0
-0.64825362,2.55379033,-0.78544128,255,0,0
-0.73888850,2.38499260,-0.78884125,255,0,0
-0.73263037,2.48736525,-0.78692085,255,0,0
-0.75724924,2.46230102,-0.77860051,255,0,0
-0.72725940,2.59823537,-0.78757131,255,0,0
-0.76399916,2.58544588,-0.78784233,255,0,0
-0.85306430,2.29583812,-0.77182090,255,0,0
-0.84998137,2.38780093,-0.77656442,255,0,0
-0.83993042,2.46880698,-0.76610255,255,0,0
-0.87314987,2.34785008,-0.79659474,255,0,0
-0.89596713,2.36748934,-0.78059089,255,0,0
-0.89515662,2.38268423,-0.76279819,255,0,0
-0.92404348,2.27805996,-0.74760175,255,0,0
-0.89467615,2.39578104,-0.79902971,255,0,0
-0.89772356,2.41687775,-0.76335800,255,0,0
-0.88619918,2.45686221,-0.77769905,255,0,0
-0.88081843,2.48741794,-0.81395888,255,0,0
-0.88617539,2.49621511,-0.75978887,255,0,0
-0.84945643,2.59977365,-0.79943490,255,0,0
-0.88117093,2.50925636,-0.80541998,255,0,0
-0.87787372,2.55318522,-0.77776611,255,0,0
-0.92959130,2.38377500,-0.77246976,255,0,0
-0.95935726,2.25544763,-0.76476085,255,0,0
-0.90072995,2.49191570,-0.80482119,255,0,0
-0.89580238,2.55215859,-0.77545416,255,0,0
-0.92487639,2.46801305,-0.76916969,255,0,0
-0.97707170,2.25202966,-0.76044816,255,0,0
-0.96737885,2.33824205,-0.76469338,255,0,0
-0.90585053,2.59023714,-0.80768150,255,0,0
-0.88537610,2.64639044,-0.81030947,255,0,0
-0.92341578,2.56568980,-0.77500635,255,0,0
-0.99113292,2.37640643,-0.79499829,255,0,0
-0.89640599,2.66276503,-0.85270494,255,0,0
-0.99139321,2.39980173,-0.78983164,255,0,0
-0.97971326,2.46921492,-0.79220271,255,0,0
-0.98753756,2.44502544,-0.78623092,255,0,0
-0.98372519,2.50619173,-0.78844315,255,0,0
-0.99897909,2.54184747,-0.79124963,255,0,0
-1.00965631,2.63405132,-0.85211509,255,0,0
-1.22431505,2.34547305,-0.76941729,255,0,0
-1.23924589,2.44277310,-0.77821964,255,0,0
-1.31689405,2.27844477,-0.77478653,255,0,0
-1.31443334,2.35990715,-0.77256978,255,0,0
-1.33865416,2.33870006,-0.79853958,255,0,0
-1.31887710,2.45306659,-0.77957326,255,0,0
-1.34112883,2.46518087,-0.81666863,255,0,0
-1.35689914,2.46184802,-0.83931786,255,0,0
-1.33308506,2.58126593,-0.82027292,255,0,0
-1.36000490,2.58486414,-0.84315991,255,0,0
-1.49097908,2.33544064,-0.82467699,255,0,0
-1.49449801,2.44208837,-0.82651103,255,0,0
-1.51194835,2.57395816,-0.84670544,255,0,0
-1.61848545,2.28571320,-0.79957002,255,0,0
-1.61729264,2.39296699,-0.80960631,255,0,0
-1.61292398,2.50115919,-0.81609195,255,0,0
-1.74744093,2.30780315,-0.81668973,255,0,0
-1.75114059,2.39861345,-0.81543523,255,0,0
-1.76650476,2.50682807,-0.82832301,255,0,0
-1.87830710,2.32646632,-0.81607759,255,0,0
-1.87644494,2.43804169,-0.82414395,255,0,0
-1.90256345,2.35856771,-0.81771290,255,0,0
-0.10336344,2.36451912,-0.73540831,0,0,0
-0.06394517,2.39747357,-0.73776591,0,0,0
-0.12720783,2.58659077,-0.75963283,0,0,0
-0.06049417,2.52460980,-0.75429320,0,0,0
-0.01251860,2.46257758,-0.75510693,0,0,0
-0.07682167,2.57252669,-0.76583928,0,0,0
0.17939529,2.40012574,-0.74837685,0,0,0
0.42499661,2.37591624,-0.75822115,0,0,0
1.39889169,2.39192271,-0.73280126,0,0,0
1.46356094,2.42166519,-0.74485409,0,0,0
1.42807472,2.62306285,-0.76106966,0,0,0
1.47205663,2.71722150,-0.77736175,0,0,0
1.52760386,2.60681510,-0.77023685,0,0,0
1.64490891,2.52275968,-0.76493269,0,0,0
1.64623427,2.66356826,-0.78296924,0,0,0
1.69544423,2.57189751,-0.77499276,0,0,0
1.69152033,2.69068933,-0.78055584,0,0,0
-0.86717600,2.21846938,-0.71452051,0,0,0
-0.95588195,2.21808410,-0.71396858,0,0,0
-0.83345014,2.27979755,-0.71292222,0,0,0
-0.49544743,2.26764560,-0.72356403,0,0,0
-0.17820951,2.29846072,-0.73776138,0,0,0
-0.13090223,2.48904753,-0.76056224,0,0,0
1.28669953,2.48307037,-0.73118055,0,0,0
1.28236175,2.57753134,-0.73957634,0,0,0
1.30320990,2.51073575,-0.72545004,0,0,0
1.27934313,2.67851973,-0.75014412,0,0,0
1.30900252,2.65063453,-0.74788451,0,0,0
1.41181803,2.50238752,-0.73309946,0,0,0
1.42365849,2.52591038,-0.73296827,0,0,0
1.45553708,2.47070932,-0.73878258,0,0,0
1.41859484,2.61333656,-0.73483557,0,0,0
1.48324192,2.44635534,-0.70922184,0,0,0
1.43464482,2.64267063,-0.74167860,0,0,0
1.46910369,2.55837131,-0.73495203,0,0,0
1.46438909,2.66425586,-0.73421758,0,0,0
1.51495361,2.70288324,-0.76556408,0,0,0
1.59372127,2.61014771,-0.75767386,0,0,0
1.76658118,2.53379035,-0.76308030,0,0,0
1.75761187,2.63515162,-0.75079757,0,0,0
-2.00126171,2.45752263,-0.79180169,0,0,0
-2.01263762,2.36324048,-0.79280877,0,0,0
-2.01599669,2.26510596,-0.78656602,0,0,0
-1.90289056,2.48030615,-0.81919205,0,0,0
-1.86541283,2.40495539,-0.76961195,0,0,0
-1.81128609,2.61486483,-0.80026609,0,0,0
-1.86305845,2.30843425,-0.75971794,0,0,0
-1.78675151,2.47358966,-0.77877718,0,0,0
-1.83535933,2.17597079,-0.76307034,0,0,0
-1.78325629,2.36284924,-0.77902949,0,0,0
-0.01251860,2.46257758,-0.75510693,0,0,0
0.17939529,2.40012574,-0.74837685,0,0,0
0.42499661,2.37591624,-0.75822115,0,0,0
-0.95588195,2.21808410,-0.71396858,0,0,0
-0.86717600,2.21846938,-0.71452051,0,0,0
-0.83345014,2.27979755,-0.71292222,0,0,0
-0.49544743,2.26764560,-0.72356403,0,0,0
-0.17820951,2.29846072,-0.73776138,0,0,0
-0.10336344,2.36451912,-0.73540831,0,0,0
-0.06394517,2.39747357,-0.73776591,0,0,0
1.47205663,2.71722150,-0.77736175,0,0,0
1.52760386,2.60681510,-0.77023685,0,0,0
1.64623427,2.66356826,-0.78296924,0,0,0
1.42807472,2.62306285,-0.76106966,0,0,0
1.27934313,2.67851973,-0.75014412,0,0,0
1.30900252,2.65063453,-0.74788451,0,0,0
1.69544423,2.57189751,-0.77499276,0,0,0
1.28236175,2.57753134,-0.73957634,0,0,0
1.69152033,2.69068933,-0.78055584,0,0,0
1.51495361,2.70288324,-0.76556408,0,0,0
1.46356094,2.42166519,-0.74485409,0,0,0
1.64490891,2.52275968,-0.76493269,0,0,0
1.28669953,2.48307037,-0.73118055,0,0,0
1.39889169,2.39192271,-0.73280126,0,0,0
1.45553708,2.47070932,-0.73878258,0,0,0
1.59372127,2.61014771,-0.75767386,0,0,0
1.30320990,2.51073575,-0.72545004,0,0,0
1.41181803,2.50238752,-0.73309946,0,0,0
1.43464482,2.64267063,-0.74167860,0,0,0
1.76658118,2.53379035,-0.76308030,0,0,0
1.42365849,2.52591038,-0.73296827,0,0,0
1.41859484,2.61333656,-0.73483557,0,0,0
1.46910369,2.55837131,-0.73495203,0,0,0
1.46438909,2.66425586,-0.73421758,0,0,0
1.75761187,2.63515162,-0.75079757,0,0,0
1.48324192,2.44635534,-0.70922184,0,0,0
-0.13090223,2.48904753,-0.76056224,0,0,0
-0.07682167,2.57252669,-0.76583928,0,0,0
-0.12720783,2.58659077,-0.75963283,0,0,0
-0.06049417,2.52460980,-0.75429320,0,0,0
-1.90289056,2.48030615,-0.81919205,0,0,0
-2.01263762,2.36324048,-0.79280877,0,0,0
-2.01599669,2.26510596,-0.78656602,0,0,0
-2.00126171,2.45752263,-0.79180169,0,0,0
-1.81128609,2.61486483,-0.80026609,0,0,0
-1.78325629,2.36284924,-0.77902949,0,0,0
-1.83535933,2.17597079,-0.76307034,0,0,0
-1.86541283,2.40495539,-0.76961195,0,0,0
-1.78675151,2.47358966,-0.77877718,0,0,0
-1.86305845,2.30843425,-0.75971794,0,0,0
-1.31720114,2.54206347,-0.77808422,0,0,0
-1.24422145,2.53054214,-0.77241278,0,0,0
